"","area","iso_code","area_name","date","people_vaccinated","population","mortality_rate","vax","annual_passengers","tests_per_day","r_d_D","I","IV","E","EV","SV","S"
"129",4,"PAK","Pakistan","2021-06-01",5478069,225199929,0.0226351756902755,0.0243253584684745,3711456.87,42699.6291390729,3.49791082345764,7845.10375397346,195.592826660149,11213.9847896675,977.964133300747,5476895.44304004,219702800.911456
"130",4,"UKR","Ukraine","2021-06-01",1047894,43466822,0.0233045108911539,0.0241079046450647,1790620.666,33733.5,3.49146464248228,9288.7672679399,229.464626910671,13302.1070225359,1147.32313455335,1046517.21223854,42396337.1257095
"131",4,"EGY","Egypt","2021-06-01",2465521,104258327,0.057419026881027,0.0236481926282972,4638192.256,0,3.5,3652.53162320164,88.4678767983635,5217.90231885948,442.339383991818,2464990.19273921,101783935.566058
"132",4,"HND","Honduras","2021-06-01",209704,10062994,0.0267104932585211,0.020839126009615,91973,0,3.5,2400.90099428311,51.097505716887,3429.85856326159,255.487528584435,209397.414965699,9847459.24044246
"133",4,"CIV","Cote d'Ivoire","2021-06-01",543663,27053629,0.00646674697267482,0.020095751294586,322841,2436.57831325301,3.49900731776697,138.618594403991,2.84277244600981,198.082744354556,14.213862230049,543645.943365324,26509629.2986612
"134",4,"AGO","Angola","2021-06-01",679034,33933611,0.0222145488029466,0.0200106614058846,356695,0,3.5,891.299813456679,18.1996865433213,1273.28544779526,90.9984327166066,678924.80188074,33252412.4147387
"135",4,"MWI","Malawi","2021-06-01",356134,19647681,0.0336574855878414,0.0181260068300172,1792.164,0,3.5,25.0387686998277,0.46223130017227,35.7696695711825,2.31115650086135,356131.226612199,19291486.1915617
"136",4,"KEN","Kenya","2021-06-01",969489,54985702,0.0186341212503799,0.0176316563167639,1865768,445.8,3.49991061640931,1060.44101814524,19.032913363264,1514.95442936938,95.1645668163199,969374.80251982,54013637.6045525
"137",4,"ETH","Ethiopia","2021-06-01",1822343,117876226,0.015346407152581,0.0154598010289199,4940183,5978.01111111111,3.49944096407156,988.319983313324,15.519153317353,1412.11123928124,77.5957665867652,1822249.8850801,116051482.568777
"138",4,"AFG","Afghanistan","2021-06-01",480226,39835428,0.0407388629294161,0.0120552489105929,449041.025,0,3.5,3000.38722111378,36.6117788862216,4286.26745873397,183.058894431108,480006.329326683,39347915.3453202
"139",4,"GMB","Gambia","2021-06-01",29148,2486937,0.0298681795427999,0.0117204416517186,151776,0,3.5,7.41259082739128,0.087909172608715,10.5894154677018,0.439545863043575,29147.4725449643,2457770.9979937
"140",4,"UGA","Uganda","2021-06-01",537440,47123533,0.00757940579133603,0.0114049173689927,6158.84535,2755.74657534247,3.49935538554905,1822.13839106184,21.0210814822414,2603.53435176454,105.105407411207,537313.873511106,46581667.3272572
"141",4,"ARM","Armenia","2021-06-01",33529,2968128,0.0199525985510239,0.0112963457101581,54940,3151.73888888889,3.48833201205332,314.838714309896,3.59716174240382,451.274008927513,17.9858087120191,33507.4170295456,2933832.88727676
"142",4,"VEN","Venezuela","2021-06-01",316000,28704947,0.0112961492908599,0.0110085554242619,283524,0,3.5,4663.59014588834,51.9108541116624,6662.27163698334,259.554270558312,315688.53487533,28377621.1382171
"143",4,"MOZ","Mozambique","2021-06-01",319511,32163045,0.0117995765702188,0.0099341029433003,327742,1811.34131736527,3.49937921002296,105.916776246932,1.06274558268041,151.336522694602,5.31372791340204,319504.623526504,31843276.7467011
"144",4,"NGA","Nigeria","2021-06-01",1960493,211400704,0.0126040328101169,0.00927382436720741,3401186.766,8648.9375,3.49954899748699,215.951466383921,2.02144247355353,308.541852877321,10.1072123677676,1960480.87134516,209439686.506681
"145",4,"SLE","Sierra Leone","2021-06-01",68882,8141343,0.0190453230472517,0.00846076623967323,50193,0,3.5,13.3852838861475,0.114216113852469,19.1218341230679,0.571080569262344,68881.3147033169,8072428.49288199
"146",4,"TJK","Tajikistan","2021-06-01",79376,9749625,0.0066355549073939,0.00814144133748734,260316,0,3.5,0,0,0,0,79376,9670249
"147",4,"SOM","Somalia","2021-06-01",129419,16359500,0.0524306265766687,0.00791093859836792,258336,0,3.5,17.3615585745286,0.138441425471439,24.8022265350408,0.692207127357193,129418.169351447,16230038.8362149
"148",4,"ZMB","Zambia","2021-06-01",141747,18920657,0.0133791131380386,0.00749165317039466,8717.833,6409.66279069767,3.49626909342364,1186.2698593261,8.95420414443096,1696.47962961064,44.7710207221548,141693.274775133,18776027.2505111
"149",4,"SDN","Sudan","2021-06-01",320305,44909351,0.0749605767064654,0.00713225626440249,386838,0,3.5,309.278302173639,2.22169782636137,441.826145962341,11.1084891318069,320291.669813042,44588294.8955519
"150",4,"COG","Congo","2021-06-01",38268,5657017,0.0131240349974267,0.00676469595194782,226389.879,0,3.5,0,0,0,0,38268,5618749
"151",4,"MRT","Mauritania","2021-06-01",30561,4775110,0.0236248596795591,0.0064000619881008,100904,93.45,3.49978425151658,172.377472424905,1.11033270702389,246.268712635939,5.55166353511947,30554.3380037579,4744130.35381494
"152",4,"NER","Niger","2021-06-01",152582,25130810,0.0354898336414048,0.00607151142362701,119652,0,3.5,10.4362491300519,0.0637508699480836,14.9089273286456,0.318754349740418,152581.61749478,24978202.6548235
"153",4,"MLI","Mali","2021-06-01",93580,20855724,0.0362273141335576,0.0044870175688938,363857.3759,0,3.5,9.45637782011308,0.0426221798869222,13.5091111715901,0.213110899434611,93579.7442669207,20762121.034511
"154",4,"CAF","Central African Republic","2021-06-01",18408,4919987,0.0138203356367226,0.00374147330064084,77273,0,3.5,5.97655490166946,0.0224450983305444,8.53793557381351,0.112225491652722,18407.86532941,4901564.48550953
"155",4,"YEM","Yemen","2021-06-01",104070,30490639,0.195822841060584,0.00341317871363732,52034.893,0,3.5,40.3602713818658,0.138228618134241,57.6575305455225,0.691143090671206,104069.170628291,30386470.9821981
"156",4,"CMR","Cameroon","2021-06-01",63404,27224262,0.0161537584411306,0.00232895202081144,40884,0,3.5,596.606787856031,1.39271214396923,852.295411222901,6.96356071984614,63395.6437271362,27159409.0978009
"157",4,"SYR","Syria","2021-06-01",24781,18275704,0.0723225569733784,0.00135595323715026,10409.547,0,3.5,138.310702510585,0.187797489415456,197.586717872264,0.938987447077278,24779.8732150635,18250587.1025796
"158",4,"MDG","Madagascar","2021-06-01",36640,28427333,0.020330706377218,0.00128890036923267,186314.332,951.301369863014,3.49963109475864,183.245668445047,0.236490222053633,261.807121212708,1.18245111026817,36638.5810586677,28390247.9472103
"159",4,"BEN","Benin","2021-06-01",12516,12451031,0.0125341275750807,0.00100521796146841,137640,0,3.5,16.4824149088537,0.0165850911462673,23.5463070126482,0.0829254557313366,12515.9004894531,12438474.9712781
"160",4,"COD","Democratic Republic of Congo","2021-06-01",23197,92377986,0.024706960285615,0.00025110960959898,277588.159,407.184357541899,3.49995140459966,239.438034372211,0.0601402931398844,342.059084102624,0.300701465699422,23196.6391582412,92354207.5028815
"161",4,"RWA","Rwanda","2021-06-01",0,13276517,0.0132109684342967,0,661287.648,5005.43373493976,3.49584835033279,121.354879633453,0,173.57,0,0,13276222.0751204
"162",4,"DZA","Algeria","2021-06-01",0,44616626,0.0269312324908294,0,1460077,0,3.5,928.501,0,1326.43,0,0,44614371.069
"163",4,"KGZ","Kyrgyzstan","2021-06-01",0,6628347,0.0172674601135942,0,191774,0,3.5,1055.4985,0,1507.855,0,0,6625783.6465
"164",4,"MMR","Myanmar","2021-06-01",0,54806014,0.0223789747549582,0,1506581.713,11854.462962963,3.49761693184459,227.345100569899,0,325,0,0,54805461.6548994
"165",4,"IRQ","Iraq","2021-06-01",0,41179351,0.0136082128737593,0,764661,38890.9212598425,3.48961856841651,14228.6719497999,0,20387.145,0,0,41144735.1830502
"166",4,"SWZ","Eswatini","2021-06-01",0,1172369,0.036180850491909,0,10647,0,3.5,15.5015,0,22.145,0,0,1172331.3535
