"","area","iso_code","area_name","date","people_vaccinated","population","mortality_rate","vax","annual_passengers","tests_per_day","r_d_D","I","IV","E","EV","SV","S"
"35",1,"ATG","Antigua and Barbuda","2021-06-01",33463,98728,0.0333333333333333,0.338941333765497,270009.339,0,3.5,0.661719724900737,0.339280275099263,0.945313892715339,1.69640137549631,33460.9643183494,65263.3929663824
"36",1,"HRV","Croatia","2021-06-01",1293847,4081657,0.0225422772918964,0.316990624150927,608458,6972.31944444444,3.48126780123297,684.108668623326,317.500815540616,982.556797815201,1587.50407770308,1291941.99510676,2786143.33453356
"37",1,"NOR","Norway","2021-06-01",1691231,5465629,0.00623526788558323,0.30943025953646,14041322.8,19176.9055555556,3.46174013812263,824.063977238991,369.246312733812,1190.24528757074,1846.23156366906,1689015.5221236,3772383.69073519
"38",1,"LVA","Latvia","2021-06-01",515462,1866934,0.0178178223160922,0.276100815561771,1323070,10982.2111111111,3.43632548154505,712.151659295739,271.620217513867,1036.21100958041,1358.10108756933,513832.278694917,1349723.63733112
"39",1,"BRA","Brazil","2021-06-01",46932629,213993441,0.0279848271311294,0.219318072463726,45405756,144390.425,3.4925767438954,168073.335790796,47217.0787333528,240615.093261111,236085.393666764,46649326.5275999,166652123.570948
"40",1,"MNE","Montenegro","2021-06-01",133828,628051,0.0159053506201581,0.21308460618644,659355.4148,0,3.5,115.676562890593,31.3234371094067,165.252232700848,156.617185547034,133640.059377344,493942.071204409
"41",1,"TUR","Turkey","2021-06-01",16740180,85042736,0.00906608103161866,0.196844325422456,44722690.06,195661.361111111,3.47481683464234,21182.7142258486,5191.64244789414,30480.3321065251,25958.2122394707,16709030.1453126,68250892.9536676
"42",1,"HKG","Hong Kong","2021-06-01",1399313,7552800,0.0177245104659014,0.185270760512658,5878548,0,3.5,5.29533269204798,1.20416730795202,7.56476098863997,6.02083653976009,1399305.77499615,6153474.13990632
"43",2,"MUS","Mauritius","2021-06-01",232673,1273428,0.0127118644067797,0.182713902945435,407291,0,3.5,38.4136724907101,8.58782750928989,54.8766749867287,42.9391375464494,232621.473034944,1040661.70965252
"44",2,"MAC","Macao","2021-06-01",112559,658391,0.01,0.170960720909004,544411,0,3.5,0,0,0,0,112559,545832
"45",2,"MEX","Mexico","2021-06-01",22043213,130262220,0.0941231292800845,0.169221843447778,34133108,22419.1666666667,3.49810353774391,8664.05837171572,1764.78873191068,12383.9364361747,8823.94365955339,22032624.2676085,108197959.005192
"46",2,"BLZ","Belize","2021-06-01",65271,404915,0.0253529916530151,0.161196794388946,971426.138,32.1,3.49912620143522,17.610469647609,3.38428756100236,25.1640961683316,16.9214378050118,65250.694274634,339601.225434184
"47",2,"AUS","Australia","2021-06-01",3960329,25788217,0.0302084716505112,0.153571260859175,23627140.51,46493.0555555556,3.48023549422339,32.8247300559795,5.95553405615179,47.1587772012311,29.777670280759,3960293.26679566,21827808.0164927
"48",2,"FJI","Fiji","2021-06-01",136247,902899,0.00862068965517241,0.150899491526738,409104,645.572413793103,3.4921348438205,86.8380702876723,15.432590748455,124.33378745574,77.1629537422748,136154.404455509,766440.828142257
"49",2,"PAN","Panama","2021-06-01",611280,4381583,0.0168334969959982,0.139511222313945,3074172,9573.84269662921,3.4760748363984,1662.63687259309,269.563657742814,2391.54355249119,1347.81828871407,609662.618053543,3766248.81957491
"50",2,"COL","Colombia","2021-06-01",7068568,51265841,0.0260157404887861,0.137880660145612,12273939.72,58265.1222222222,3.48751446527137,69500.0894025498,11115.3036059035,99641.2919496548,55576.5180295176,7001876.17836458,44028131.6186478
"51",2,"KOR","South Korea","2021-06-01",6471154,51305184,0.0138892815742599,0.126130606996751,30033310,66622.2944444444,3.48574181955457,1650.97703370694,238.295032491633,2368.1860550388,1191.47516245816,6469724.22980505,44830010.8369112
"52",2,"SUR","Suriname","2021-06-01",69226,591798,0.0206901110523533,0.116975724825025,89027.2,220.448979591837,3.49589792216508,720.145187152125,95.3988555180779,1029.98600529235,476.994277590389,68653.6068668915,520821.868807556
"53",2,"BHS","Bahamas","2021-06-01",46378,396914,0.0194981349610037,0.116846470520062,1272798.762,0,3.5,87.875100913548,11.626399086452,125.535858447926,58.1319954322599,46308.2416054813,350322.589040638
"54",2,"BOL","Bolivia","2021-06-01",1376792,11832936,0.0390667115003816,0.116352526541173,2627202.201,6291.51666666667,3.49414786052035,8543.3751681013,1124.93196195849,12225.2627953029,5624.65980979247,1370042.40822825,10435375.3620366
"55",2,"RUS","Russia","2021-06-01",16708973,145912022,0.0238568263910692,0.11451402544473,62447448,342757.903448276,3.47429170732793,27559.158799313,3564.04313864476,39661.5499228023,17820.2156932238,16687588.7411681,129135828.291278
"56",2,"MKD","North Macedonia","2021-06-01",236878,2082661,0.0349186112398908,0.11373814557434,599012,2531.84868421053,3.4866482604212,102.856514488321,13.2000595080594,147.500560432063,66.000297540297,236798.799642952,1845532.64292508
"57",2,"KAZ","Kazakhstan","2021-06-01",2131519,18994958,0.0164747500433191,0.112214988840723,5282205,39402.1420454545,3.47727878457564,4952.11133111351,625.94109021201,7120.67055578038,3129.70545106005,2127763.35345873,16851366.2181131
"58",2,"JPN","Japan","2021-06-01",13345848,126050796,0.0175671382384272,0.105876745117897,51131122,58037.5055555556,3.49493111638214,10385.8243104138,1229.82739499146,14858.4106017588,6149.1369749573,13338469.0356301,112679703.765088
"59",2,"BRN","Brunei","2021-06-01",41655,441532,0.0122950819672131,0.094341972948733,280622,0,3.5,3.62308493721859,0.377415062781407,5.17583562459799,1.88707531390703,41652.7355096233,399868.201079438
"60",2,"PER","Peru","2021-06-01",3074441,33359415,0.0941058129788813,0.092161118532804,5705074,0,3.5,10537.2868050286,1069.71419497137,15053.2668643266,5348.57097485687,3068022.71483017,30259383.4463306
"61",2,"NZL","New Zealand","2021-06-01",434685,5126300,0.00970511384845092,0.0847950763708718,8516619.501,5451.42391304348,3.48831490697086,4.56211533560289,0.422686666458468,6.53913917933012,2.11343333229234,434682.463880001,4691603.89874548
"62",2,"LBN","Lebanon","2021-06-01",535694,6769151,0.0143073821282578,0.0791375462004024,1077762,10361.35,3.48320531855526,751.026081313962,64.5420615885217,1078.0674876,322.710307942608,535306.747630469,6231627.90643109
"63",2,"TTO","Trinidad and Tobago","2021-06-01",98559,1403374,0.0208521839269557,0.0702300313387593,677670,862.660714285714,3.49323597704827,1593.79289822028,120.386901020982,2281.25570200816,601.934505104911,97836.6785938741,1300939.95139977
"64",2,"MYS","Malaysia","2021-06-01",2023457,32776195,0.00494769285992869,0.0617355675361341,15893988,67334.7777777778,3.47749608391076,24971.2249017618,1643.04719228721,35904.0302263683,8215.23596143606,2013598.71684628,30691862.7448719
"65",2,"BWA","Botswana","2021-06-01",146725,2397240,0.0154439452094665,0.0612058033405082,415864.0844,0,3.5,989.489552676202,64.5109473237974,1413.55650382315,322.554736618987,146337.934316057,2248111.9539435
"66",2,"IDN","Indonesia","2021-06-01",16594581,276361788,0.0277701889980274,0.0600465828510271,37523686.82,45150.1923076923,3.49819973363785,18949.1082402496,1210.51658214345,27084.0856484544,6052.58291071723,16587317.9005071,259721173.806111
"67",2,"BLR","Belarus","2021-06-01",517151,9442867,0.00724166297538442,0.0547663119686002,1227674,2947.15,3.49656244061363,3426.41090016391,198.524333894409,4899.68498826892,992.621669472044,515959.853996634,8917389.90411157
"68",2,"JAM","Jamaica","2021-06-01",155683,2973462,0.0195291599785982,0.0523574876692556,2016000,1260.12121212121,3.4953339524637,242.747200050549,13.4118439897059,347.244645793355,67.0592199485296,155602.528936062,2817189.00815416
"69",2,"CPV","Cape Verde","2021-06-01",21663,561901,0.0086492153458048,0.0385530547196036,313225.095,780.5,3.4847526065275,466.185367934973,18.6935639950824,668.893061535751,93.467819975412,21550.8386160295,539102.921570529
"70",2,"THA","Thailand","2021-06-01",2591372,69950844,0.0065978694251398,0.0370456144889403,28179302.67,30385.8944444444,3.49521740270588,12781.6173496149,491.718897596262,18284.4382436981,2458.59448798131,2588421.68661442,67328405.9444067
"71",2,"IRN","Iran","2021-06-01",2738504,85028760,0.0274732772811487,0.0322067968532059,12744853.78,59096.0571428571,3.49235422521395,33039.2612126794,1099.50015209537,47302.2767480801,5497.50076047687,2731906.99908743,82209914.4620392
"72",2,"ZAF","South Africa","2021-06-01",1117569,60041996,0.0339084284919223,0.018613122055436,8304771.044,34262.4833333333,3.49371996070777,15371.8020208176,291.543766944108,21999.1902523629,1457.71883472054,1115819.73739834,58887056.0077268
"73",2,"VNM","Vietnam","2021-06-01",1071497,98168829,0.00629508196721311,0.0109148393733005,31771202,0,3.5,837.755131050814,9.24486894918549,1196.79304435831,46.2243447459274,1071441.5307863,97095297.4518246
"74",2,"GAB","Gabon","2021-06-01",14352,2278829,0.00622211306234394,0.00629797145814802,545640,0,3.5,118.25054139648,0.749458603519615,168.929344852115,3.74729301759807,14347.5032483789,2264189.82011375
"75",2,"PNG","Papua New Guinea","2021-06-01",30000,9119005,0.0101822752985544,0.00328983260783386,1501149.466,0,3.5,342.869294293073,1.13170570692746,489.813277561532,5.65852853463728,29993.2097657584,9088172.31742815
"76",2,"ARE","United Arab Emirates","2021-06-01",0,9991083,0.01,0,26116897,185712.038888889,3.30640501791462,6382.7801323279,0,9652.145,0,0,9975048.07486767
"77",2,"SAU","Saudi Arabia","2021-06-01",0,35340680,0.0163321060823092,0,26987701.89,52005.4,3.48385107287005,4094.52139202915,0,5876.43,0,0,35330709.048608
"78",2,"TON","Tonga","2021-06-01",0,106759,0.01,0,75416,0,3.5,0,0,0,0,0,106759
"79",2,"OMN","Oman","2021-06-01",0,5223376,0.0107939213179946,0,2496069,0,3.5,3116.5015,0,4452.145,0,0,5215807.3535
"80",2,"KWT","Kuwait","2021-06-01",0,4328553,0.00571656774052258,0,1823594,8333.78333333333,3.47890147238742,4292.96441692608,0,6170,0,0,4318090.03558307
"81",2,"CHN","China","2021-06-01",0,1444216102,0.0508634498496917,0,417255845,0,3.5,63.5005,0,90.715,0,0,1444215947.7845
"82",2,"SLB","Solomon Islands","2021-06-01",0,703995,0.01,0,138660.862,0,3.5,0,0,0,0,0,703995
"83",2,"TKM","Turkmenistan","2021-06-01",0,6117933,0.01,0,1084543.419,0,3.5,0,0,0,0,0,6117933
"84",3,"BTN","Bhutan","2021-06-01",482716,779900,0.01,0.618946018720349,48825,3662.36419753086,3.44898192341344,39.2395112924084,63.7367419949467,56.8856435953327,318.683709974733,482333.57954803,297087.874845112
"85",3,"MNG","Mongolia","2021-06-01",1859509,3329282,0.00482871566293539,0.558531539232784,143860,15461.1065088757,3.44953834157857,1195.44696988114,1512.44062825804,1732.76370851132,7562.20314129019,1850434.35623045,1466844.78932161
"86",3,"CYP","Cyprus","2021-06-01",387966,896005,0.00490635787871375,0.43299535158844,104559,35138.8,3.11517009637762,123.894697944025,94.6126781261903,198.85703526766,473.063390630952,387398.323931243,507716.248266788
"87",3,"LTU","Lithuania","2021-06-01",1038057,2689862,0.0155617666754011,0.385914593388062,35027,12330.5333333333,3.45017994958323,936.467679493084,588.511858222703,1357.12874861238,2942.55929111352,1034525.92885066,1649511.40357189
"88",3,"POL","Poland","2021-06-01",13896798,37797000,0.0257081077167486,0.367669338836416,2686258,0,3.5,1796.13429453917,1044.36420546083,2565.90613505596,5221.82102730415,13890531.8147672,23895839.9595704
"89",3,"SRB","Serbia","2021-06-01",2516852,6871547,0.00964217863847723,0.366271525174753,795228,12885.9222222222,3.47944669224039,621.501575137901,359.204831196898,893.104033644098,1796.02415598449,2514696.77101282,4353180.39439122
"90",3,"SVK","Slovakia","2021-06-01",1810989,5449270,0.0160145093814456,0.332336074373265,2669,204315.438888889,3.13029244545463,600.721822149119,299.01500515546,959.529872394835,1495.0750257773,1809194.90996907,3636720.74830546
"91",3,"SVN","Slovenia","2021-06-01",678278,2078723,0.0172252947312484,0.326295518931575,78565,4115.28888888889,3.47830885872477,651.787028950127,315.680231942157,936.930927389075,1578.40115971079,676383.918608347,1398856.28204366
"92",3,"DOM","Dominican Republic","2021-06-01",3313861,10953714,0.012359661384731,0.302533095167539,31391,5173.41237113402,3.49480065468516,3067.77662385349,1330.67813091427,4389.05809940948,6653.39065457133,3305876.93121451,7632396.16527674
"93",3,"GUY","Guyana","2021-06-01",187234,790329,0.0228467921000351,0.236906402270447,17990,0,3.5,335.378491561742,104.120008438258,479.112130802489,520.60004219129,186609.27994937,602280.509377636
"94",3,"MAR","Morocco","2021-06-01",8772982,37344787,0.0176170589480572,0.234918517543024,3012310,11044.3005780347,3.49674251489392,835.839100158688,256.644667027105,1195.16821241275,1283.22333513552,8771442.13199784,28569773.9926874
"95",3,"ROU","Romania","2021-06-01",4327904,19127772,0.0281573464393522,0.226262839184825,1786407,0,3.5,705.647130057698,206.351369942302,1008.06732865385,1031.75684971151,4326665.89178035,14798154.2855413
"96",3,"ARG","Argentina","2021-06-01",10280770,45605823,0.0206261810219644,0.225426696060282,3680874,57274.8055555556,3.48620863495145,88880.3967950631,25867.1633686942,127474.293856055,129335.816843471,10125567.0197878,35108698.3093489
"97",3,"CRI","Costa Rica","2021-06-01",1012339,5139053,0.0126805673573436,0.196989406413983,455830.6,3754.21666666667,3.49196443160522,5760.39138943065,1413.10225491392,8248.06710127722,7065.51127456958,1003860.38647052,4112705.54150929
"98",3,"SLV","El Salvador","2021-06-01",1153150,6518500,0.0305554801769287,0.176904195750556,805271.999,2463.22463768116,3.49583880275444,362.142221944951,77.8335622533145,517.961843177111,389.167811266572,1152682.99862648,5364469.89593488
"99",3,"ALB","Albania","2021-06-01",487078,2872934,0.0185208974058653,0.16954026789338,124714,2926.57303370787,3.48880508043865,44.7026288919305,9.12614469415745,64.0658160333652,45.6307234707873,487023.243131835,2385747.23155507
"100",3,"WSM","Samoa","2021-06-01",32627,200144,0.01,0.163017627308338,11957,0,3.5,0,0,0,0,32627,167517
"101",3,"KHM","Cambodia","2021-06-01",2648859,16946446,0.00716379029632042,0.156307641141983,609564.382,2156.65,3.49859749127454,1847.36712247198,342.254607624629,2640.15384318901,1711.27303812315,2646805.47235425,14293099.4790343
"102",3,"JOR","Jordan","2021-06-01",1412419,10269022,0.012847152521959,0.137541725005556,816253,26049.6384180791,3.4722543629231,2501.83792970149,398.984060460997,3602.61327110167,1994.92030230498,1410025.09563723,8850498.5487992
"103",3,"AZE","Azerbaijan","2021-06-01",1404898,10223344,0.014727712401087,0.137420593496609,545265,9260.61290322581,3.49004163778851,532.417041253068,84.8212526812947,762.766030479851,424.106263406474,1404389.07248391,8817150.81692827
"104",3,"IND","India","2021-06-01",169585180,1393409033,0.0118377839744139,0.121705239440629,68959633,1131336.77906977,3.49107141635789,503747.377543532,69804.2365213223,721479.622535298,349021.182606611,169166354.580872,1222598625.99992
"105",3,"ECU","Ecuador","2021-06-01",2127085,17888474,0.0482124903551638,0.118908130453162,1146368.544,4180.16111111111,3.49742558378064,3311.78841545188,446.943823395353,4734.6088374408,2234.71911697676,2124403.33705963,15753342.6027471
"106",3,"BGR","Bulgaria","2021-06-01",812072,6896655,0.0423243786606433,0.117748676713566,443067,9926.48993288591,3.48420312343144,737.746275899067,98.4624737244783,1058.70158794372,492.312368622391,811481.225157653,6082786.55213616
"107",3,"CUB","Cuba","2021-06-01",1304698,11317498,0.00673304354499976,0.115281487127278,99838,17853.4611111111,3.48269395370314,3443.90464145012,448.751148319221,4944.31133948511,2243.7557415961,1302005.49311008,10004411.7840191
"108",3,"GNQ","Equatorial Guinea","2021-06-01",148085,1449891,0.01376574895007,0.102135263961222,138898,0,3.5,43.0966094651253,4.90239053487469,61.566584950179,24.5119526743735,148055.585656791,1301701.33680558
"109",3,"LAO","Laos","2021-06-01",662521,7379358,0.01,0.0897803033814053,386950,1194.85,3.49821576541103,23.1996796882035,2.28832037858121,33.1593035478154,11.4416018929061,662507.270077728,6716780.64101676
"110",3,"MDA","Moldova","2021-06-01",344826,4024025,0.0239538318687045,0.085691813544896,306631.727,3596.23888888889,3.49017470534755,194.656813620726,18.243843405475,278.863996868807,91.2192170273752,344716.536939567,3678725.47918951
"111",3,"LKA","Sri Lanka","2021-06-01",1691562,21497306,0.0078418524526926,0.0786871620099747,1240391,14659.4722222222,3.49249793180063,8890.45862971509,759.313155850046,12727.9368568322,3796.56577925023,1687006.1210649,19784125.6045135
"112",3,"NPL","Nepal","2021-06-01",2113080,29674920,0.0131559672212741,0.071207605614438,1989284,7114.69411764706,3.4973587019692,17512.6230173677,1342.63798953696,25036.9271637868,6713.18994768481,2105024.17206278,27519290.4498188
"113",3,"BIH","Bosnia and Herzegovina","2021-06-01",191659,3263459,0.0454204700798166,0.0587287905256355,1593,3513.28828828829,3.48817111085488,272.045634299764,16.9737594323389,389.954543017087,84.8687971616943,191557.157443406,3071137.99982268
"114",3,"TUN","Tunisia","2021-06-01",672600,11935764,0.0366585395376182,0.0563516503845083,1381745,6027.86842105263,3.49444093440547,4454.9541412043,266.035561177482,6374.34460165265,1330.17780588741,671003.786632935,11252334.7012571
"115",3,"STP","Sao Tome and Principe","2021-06-01",12374,223364,0.0174840085287846,0.0553983632098279,20703,0,3.5,3.3061057287656,0.193894271234398,4.72300818395086,0.969471356171988,12372.8366343726,210981.970886087
"116",3,"PRY","Paraguay","2021-06-01",360295,7219641,0.0259404204955282,0.0499048359883822,131713,4704.05555555556,3.49283122426805,9163.86303950139,481.342395297912,13118.1016933072,2406.71197648956,357406.945628213,6837064.03526719
"117",3,"ZWE","Zimbabwe","2021-06-01",678001,15092171,0.0410021026719319,0.044924020540186,324226.537,2111.12777777778,3.49845847674669,139.378723577994,6.55597332101701,199.200197035933,32.7798666050851,677961.664160074,14413831.4210794
"118",3,"PHL","Philippines","2021-06-01",3974350,111046910,0.0170073340688177,0.0357898297215114,11178423.08,40459.8888888889,3.49598765146553,22534.2448836335,836.432566413551,32228.7249415585,4182.16283206775,3969331.40460152,107017797.030175
"119",3,"UZB","Uzbekistan","2021-06-01",1199354,33935765,0.00686601323448928,0.0353418878283722,933769,0,3.5,793.914108646306,29.0863913536942,1134.16301235187,145.431956768471,1199179.48165188,32734482.922879
"120",3,"LBY","Libya","2021-06-01",243891,6958538,0.0168053226707941,0.0350491726854118,715300.42,3732.88059701493,3.49409565889401,1030.75464568835,37.4393145747761,1474.99488610826,187.196572873881,243666.364112551,6712141.2504682
"121",3,"BGD","Bangladesh","2021-06-01",5823245,166303494,0.0157795352141642,0.0350157706247591,2984121.694,17473.7833333333,3.49884196828489,4875.89946556717,176.928671037684,6967.87609981324,884.643355188422,5822183.42797377,160468405.224435
"122",3,"TGO","Togo","2021-06-01",270784,8478242,0.00927230917587716,0.0319386967250994,320806,1013.18333333333,3.49868296482973,46.9328219080356,1.54842793560997,67.0721273974015,7.74213967804985,270774.709432386,8207343.99505069
"123",3,"GEO","Georgia","2021-06-01",113248,3979773,0.0139167313642105,0.0284558943437226,72906,19961.96,3.44556035367678,2812.39033041089,82.3730818081799,4081.17989779191,411.865409040899,112753.761509151,3859631.4297718
"124",3,"GHA","Ghana","2021-06-01",852047,31732128,0.00835008669198285,0.0268512404840923,321437,3333.73228346457,3.49884211234904,145.923536216927,4.02634019201645,208.531181932866,20.1317009600823,852022.841958848,30879726.5452819
"125",3,"NAM","Namibia","2021-06-01",69146,2587344,0.0153013688812442,0.0267247030159113,62262.67,1559.07784431138,3.49336915828026,1156.00336770009,31.7421461151945,1654.56800487295,158.710730575973,68955.5471233088,2515387.42862743
"126",4,"SEN","Senegal","2021-06-01",452735,17196308,0.0275143001954963,0.026327453544098,271331,1612.86111111111,3.49896625823334,133.841406430648,3.61898199030635,191.258498300333,18.0949099515317,452713.286108058,16743247.9000953
"127",4,"NIC","Nicaragua","2021-06-01",167500,6702379,0.0249966582007753,0.0249911262851593,61031,0,3.5,76.5396590999256,1.96184090007444,109.342370142751,9.80920450037218,167488.2289546,6534693.11797076
"128",4,"GTM","Guatemala","2021-06-01",452036,18249868,0.0319857094276344,0.0247692750435236,25217.454,4998.93333333333,3.4969826780491,3414.75068160269,86.7291161703825,4882.42435834385,433.645580851913,451515.625302978,17789534.8249601
