area,t,S,SV,E,EV,I,IV,H,D,R,W,V,t_n,L
area2,-1,0,0,0,0,0,0,0,0,0,0,0,3.033825373005313,5
area1,0,49946.94039609729,49968.164237658384,31.25,18.749999999999996,21.80960390269776,13.085762341618652,0,0,0,49946.94039609729,0.0,3.0338534562820456,5
area1,1,49934.495970303054,49960.69440939264,37.44442579424068,22.469828265739675,21.80960390269776,13.08576234161865,2.4374999999999996,0.0,7.562499999999998,49934.49597030306,0.0,3.0338534562820456,5
area1,2,49922.054645073775,49953.22569780459,42.396865864671284,25.444574200639313,23.048489061545894,13.829727994766587,4.71249991875,0.016250008124999996,15.271250073124996,49922.05464507378,0.0,3.0338534562820456,5
area1,3,49908.9097119374,49945.33381334897,47.06242582811229,28.247543816136904,24.922833675623885,14.955443853706194,6.974321515251789,0.04766668995833305,23.546239334834397,49908.909711937406,0.0,3.0338534562820456,5
area1,4,49894.69928582881,49936.80133512349,51.86036677108426,31.130513278382583,27.19315747198913,16.319156116333136,9.294884400958182,0.0941621899744167,32.60713881896957,49894.699285828814,0.0,3.0338534562820456,5
area1,5,49879.198446234754,49927.49298343385,56.98913301091852,34.21276231234855,29.772460496300585,17.86866188459595,11.7145457631485,0.15612811696375256,42.59487874710902,49879.19844623476,0.0,3.0338534562820456,5
area1,6,49867.0796990192,49920.21469486362,57.71005362428195,34.6484984201064,32.63836332159893,19.590574042135117,14.261248833925599,0.23422512776656176,53.62264274734502,49867.07969901921,0,3.0338534562820456,5
area2,0,89801.02648536488,9986.735099024325,117.1875,7.812499999999999,81.7860146351166,5.452400975674439,0,0,0,89801.02648536488,1000.0,3.0338534562820456,5
area2,1,88768.94584885094,10984.594494415143,125.83063651395022,8.390604609180862,81.7860146351166,5.452400975674439,7.265625,0.0,17.734375,88768.94584885094,1000.0,3.0338534562820456,5
area2,2,87737.23391417759,11982.240003846246,132.37644388450855,9.066974256241927,83.51464193790665,5.5680218975106115,14.0468747578125,0.04843752421875,35.90468771796875,87737.23391417759,1000.0,3.0338534562820456,5
area2,3,86705.22799318678,12979.617382117156,137.90707609840553,9.876201134083086,86.0570562600205,5.785783145567484,20.52962334931092,0.14208340276041587,54.856801305908014,86705.22799318678,0.0,3.0338534562820456,5
area2,4,86672.62510984647,12976.689026161428,142.92854421902828,10.829316862994064,88.97701481021127,6.102985710575681,26.808123758487778,0.27894762685456653,74.76093100393577,86672.62510984647,0.0,3.0338534562820456,5
area2,5,86623.34969299893,12972.262495222129,163.61825222275965,13.089984429694013,92.06449154283987,6.51991036510911,32.93272505538072,0.4576685412715642,95.70477962186825,86623.34969299893,0.0,3.0338534562820456,5
area2,6,86553.92103409754,12966.024130223646,200.32326067959593,16.710352542236727,98.40512858146863,7.269490017808231,38.93237556069408,0.6772201514165191,117.7370081455728,86553.92103409754,0,3.0338534562820456,5
