area,t,S,SV,E,EV,I,IV,H,D,R,W,V,t_n,L
donor,32,39323.08980226959,45481.71277794068,1035.1831670559757,666.4236932183508,807.0208035701095,405.74553800899344,0,163.11021930703248,12117.713998629222,20798.574986630112,0,77.31590435490794,15
donor,33,37656.80864577941,46827.854028022535,994.4276901349599,686.9977044928246,778.883504612939,420.7919694214628,0,167.33673698731607,12466.899720548507,19210.626376296725,0,77.31590435490794,15
donor,34,35998.48640168726,48170.34963607099,953.8643962001219,707.1025555458021,750.7946005606743,435.56852251091925,0,171.48310078011764,12812.35078664407,17629.858260577705,0,77.31590435490794,15
donor,35,34348.056000762,49509.314309694055,913.521917885361,726.7173708135782,722.7784252513126,450.0600104751727,0,175.5488868266538,13154.003078291827,16056.186645143618,0,77.31590435490794,15
donor,36,32705.44519310903,50844.86684751701,873.4283419612605,745.8213588279048,694.8579479258998,464.2514969853182,0,179.5337355817439,13491.795078091793,14489.522443092706,0,77.31590435490794,15
donor,37,31070.57651438749,52177.13013037996,833.6113522905489,764.393804199374,667.0550617130654,478.1282400144076,0,183.4373468232334,13825.667550191882,12929.771452526225,0,77.31590435490794,15
donor,38,29443.367254837078,53506.23110412526,794.0983413828498,782.4140696141951,639.3908166373708,491.6756504316839,0,187.2594757090452,14155.563287262472,11376.834338473313,0,77.31590435490794,15
donor,39,27823.729432005606,54832.30075324357,754.9164959377543,799.861606573044,611.8856070376445,504.87926306222585,0,190.9999296895225,14481.426912450588,9830.606620047334,0,77.31590435490794,15
donor,40,26211.569768102487,56155.47406468487,716.0928606533236,816.7159738171384,584.5593214783553,517.7247183278714,0,194.65856611776508,14803.204726818149,8290.978663731745,0,77.31590435490794,15
donor,41,24606.78967291546,57475.88998117285,677.6543837096838,832.9568625657346,557.4314617370125,530.1977529233741,0,198.2352904292998,15120.844594546546,6757.835683694106,0,77.31590435490794,15
donor,42,23009.285233225248,58793.691343388615,639.6279466579585,848.5641278368234,530.5212362141664,542.2841982571206,0,201.73005478572404,15434.295859634305,5231.057750017435,0,77.31590435490794,15
donor,43,21418.94720964114,60109.024820414445,602.0403809104728,863.5178252436257,503.8476321005878,553.9699856103778,0,205.1428570958479,15743.50928898346,3710.519805722298,0,77.31590435490794,15
donor,44,19835.60187531372,61421.90799452311,564.9776390557986,877.9310860862358,477.4294698122501,565.2411571523827,0,208.47374034313702,16048.437037713322,2196.081443709937,0,77.31590435490794,15
donor,45,18259.182746416234,62732.59954868242,528.4012401421264,891.6533147096862,451.297275825422,576.110448763854,0,211.72279216059448,16349.032633299628,687.6207661882172,0,77.31590435490794,15
donor,46,17504.564156174678,63226.24625425378,492.3406146821845,904.674913869459,425.46498470556105,586.5567658315165,0,214.89025404107724,16645.262056441705,0.0,0,77.31590435490794,15
donor,47,17438.538834974755,63035.46020874211,459.8978129456687,914.5259766072397,399.9483564489504,596.563241474446,0,217.9763757641145,16937.089193042677,0.0,0,77.31590435490794,15
donor,48,17373.497406199058,62847.37489107605,432.95967913223205,919.7060989518517,375.3789684852955,605.6239425978257,0,220.98143257601828,17224.47758098163,0.0,0,77.31590435490794,15
donor,49,17309.440706459663,62661.99849489365,410.42444304518114,921.1412753438843,352.58171910544195,613.0802892757637,0,223.9071116664947,17507.425960209886,0.0,0,77.31590435490794,15
donor,50,17246.35480226518,62479.29640066788,391.42545863062855,919.6151145008786,331.9207689499613,618.6508172466902,0,226.75694945327098,17785.97968828548,0.0,0,77.31590435490794,15
donor,51,17184.217201349013,62299.20901966339,375.2779678206725,915.7794726051972,313.4808293963788,622.2928054930079,0,229.53532006495237,18060.207383607365,0.0,0,77.31590435490794,15
donor,52,17123.000529109046,62121.66236905115,361.4390464965034,910.1702286963923,297.1849744661145,624.1063535653299,0,232.24684488081883,18330.189653734615,0.0,0,77.31590435490794,15
donor,53,17062.674634142906,61946.57413622296,349.4771321633411,903.2244157853017,282.87011035624477,624.2695668121355,0,234.89606188523774,18596.01394263184,0.0,0,77.31590435490794,15
donor,54,17003.20771787318,61773.8569360727,339.0486220003961,895.2967327784988,270.33435792999967,622.9960555044714,0,237.48725370553385,18857.772324135178,0.0,0,77.31590435490794,15
donor,55,16944.566855636036,61603.419814110704,329.87975983746276,886.6745081847962,259.36594708569766,620.5081215256132,0,240.02437111517818,19115.560622504472,0.0,0,77.31590435490794,15
donor,56,16886.718133736882,61435.16863926628,321.75252976912475,877.590781392263,249.76006841294702,617.0207514687935,0,242.51101269052245,19369.47808326315,0.0,0,77.31590435490794,15
donor,57,16829.626537114123,61269.00577263339,314.4936204380599,868.2354917467039,241.32799283055508,612.732890561725,0,244.9504363677951,19619.627258307617,0.0,0,77.31590435490794,15
donor,58,16773.255665993318,61104.829236903744,307.965767471252,858.7649291270103,233.901326527415,607.8234972724734,0,247.3455881172105,19866.113988587545,0.0,0,77.31590435490794,15
donor,59,16717.567324944146,60942.5315106635,302.06095502617393,849.3096695418463,227.33329445831137,602.450637757704,0,249.6991388932848,20109.047468714998,0.0,0,77.31590435490794,15
donor,60,16662.521006206192,60781.99800963296,296.69508275889393,839.9812366640186,221.4982901254496,596.7524313171007,0,252.01352473677505,20348.540418558576,0.0,0,77.31590435490794,15
donor,61,16608.073276064202,60623.1052791086,291.8037963491064,830.8777198555765,216.29048995177112,590.849052639788,0,254.29098721641137,20584.709398814513,0.0,0,77.31590435490794,15
donor,62,16554.177065377287,60465.718899590305,287.3392477661999,822.0885554027554,211.62203754474675,584.8452741811427,0,256.5336128270823,20817.67530731045,0.0,0,77.31590435490794,15
donor,63,16500.78086130978,60309.69109572181,283.26760228046834,813.6986481906919,207.42110913707205,578.8332239125671,0,258.74337083319324,21047.56408861438,0.0,0,77.31590435490794,15
donor,64,16447.827795921792,60154.85803452485,279.5671472123629,805.7919797495194,203.63004417953155,572.8951637703442,0,260.9221495682489,21274.50768507332,0.0,0,77.31590435490794,15
donor,65,16395.254628169245,60001.03680138358,276.22688552243966,798.4548169408822,200.20364244764684,567.1061800459321,0,263.071791504117,21498.645253986124,0.0,0,77.31590435490794,15
donor,66,16342.990619042132,59848.02205138948,273.24551754506575,791.7786035468133,197.10767610646602,561.5367315069234,0,265.19412756658113,21720.124673296512,0.0,0,77.31590435490794,15
donor,67,16290.956305316158,59695.58235033881,270.6307277620247,785.8625838881226,194.31763172129388,556.2550332878535,0,267.29101124663435,21939.104356439075,0.0,0,77.31590435490794,15
donor,68,16239.062186162775,59543.456245260095,268.39870136300254,780.8161721892109,191.81767621379657,551.3292708150645,0,269.36435306755124,22155.755394928474,0.0,0,77.31590435490794,15
donor,69,16187.207349181785,59391.34814042071,266.57379807139154,776.7610425907521,189.5998274609346,546.8296424446887,0,271.4161559300926,22370.264043899613,0.0,0,77.31590435490794,15
donor,70,16135.278078736963,59238.92410269083,265.1883089019353,773.8328718024887,187.66330135482193,542.8302248580324,0,273.448551776406,22582.834559878498,0.0,0,77.31590435490794,15
donor,71,16083.146509945855,59085.8077804607,264.2822159126562,772.1826196721138,186.01400048740032,539.4106433926509,0,275.4638398844998,22793.692390244094,0.0,0,77.31590435490794,15
donor,72,16030.66941587332,58931.576691844835,263.9028668026581,771.9771843535608,184.66410378789823,536.6575117360212,0,277.46452692201757,23003.08769867966,0.0,0,77.31590435490794,15
donor,73,15977.687242026885,58775.759216712315,264.10446728856226,773.3992226153698,183.63171066359843,534.6655831117394,0,279.4533686402157,23211.299188941288,0.0,0,77.31590435490794,15
donor,74,15924.023528440855,58617.83270529028,264.9472874168782,776.645889514328,182.94048731683165,533.5385300602213,0,281.43341276631764,23418.638159194255,0.0,0,77.31590435490794,15
donor,75,15869.484881152575,58457.22318109523,266.49647722178304,781.9262358065212,182.61925739120937,533.3892449182378,0,283.4080422480979,23625.452680166323,0.0,0,77.31590435490794,15
donor,76,15813.861665849585,58293.30715053124,268.8203970804184,789.4570192092012,182.70147503919364,534.3395322179183,0,285.38101752015393,23832.131742552265,0.0,0,77.31590435490794,15
donor,77,15756.929590101392,58125.41601560504,271.9883934125277,799.4567502935588,183.2245176141059,536.519052976135,0,287.35651591229094,24039.109164084923,0.0,0,77.31590435490794,15
donor,78,15698.452310557072,57952.84350106593,276.0679942743423,812.1379147739599,184.22873961868484,540.0633858070712,0,289.33916574188135,24246.866988161037,0.0,0,77.31590435490794,15
donor,79,15638.185144087345,57774.85634169104,281.12156188920056,827.6974911940565,185.75624146127234,545.1110975038246,0,291.3340720829918,24455.938050090244,0.0,0,77.31590435490794,15
donor,80,15575.879878417349,57590.708232930425,287.20251518135836,846.3061017158597,187.84932751488307,551.7997708190463,0,293.3468307684273,24666.90734265263,0.0,0,77.31590435490794,15
donor,81,15511.290576409741,57399.65675200353,294.35131415269433,868.0963622995794,190.54865802004267,560.2610199478399,0,295.3835269564565,24880.41179021009,0.0,0,77.31590435490794,15
donor,82,15444.180163353398,57200.98264916504,302.5914643784997,893.1511926781626,193.8911364169609,570.6146285847558,0,297.45071468272886,25097.13805074044,0.0,0,77.31590435490794,15
donor,83,15374.327496343434,56994.01064281065,311.92583851276333,921.4929604969161,197.90761322939426,582.9620582045046,0,299.5553742980501,25317.81801610427,0.0,0,77.31590435490794,15
donor,84,15301.534555131364,56778.13067448559,322.3336120222814,953.074336722598,202.62052336076914,597.3796769225131,0,301.70484559375944,25543.22177576111,0.0,0,77.31590435490794,15
donor,85,15225.633373196333,56552.81851585324,333.76807155285564,987.7716280104225,208.04159905266368,613.9121326150432,0,303.906735699786,25774.147944019634,0.0,0,77.31590435490794,15
donor,86,15146.492344265349,56317.654663600195,346.1554861732693,1025.3811546613913,214.16981098329808,632.566323651778,0,306.1688023961714,26011.411414268536,0.0,0,77.31590435490794,15
donor,87,15064.02158216536,56072.34057797695,359.3951510386046,1065.6190093523553,220.98968359930905,653.3064022086916,0,308.49881514459776,26255.82877851412,0.0,0,77.31590435490794,15
donor,88,14978.177066386557,55816.71147392949,373.3606366096875,1108.1243115293412,228.4701101093553,676.0501854115278,0,310.9043977438395,26508.201818280184,0.0,0,77.31590435490794,15
donor,89,14888.96336097993,55550.74502783229,387.9022146943771,1152.465895320677,236.56376264432555,700.6672631866227,0,313.39285788865016,26769.299617453114,0.0,0,77.31590435490794,15
donor,90,14796.434746825384,55274.56550730779,402.85038591004684,1198.1522367810392,245.20715951101806,726.9789950855443,0,315.97100996626585,27039.839958612898,0.0,0,77.31590435490794,15
donor,91,14700.694660818948,54988.442978675084,418.02039473447354,1244.6443180575316,254.32141833992165,754.7604934838736,0,318.6449981199766,27320.47073777017,0.0,0,77.31590435490794,15
donor,92,14601.893397883516,54692.78742015913,433.21757872301146,1291.371012961977,263.8136927683798,783.7446016892443,0,321.4201269509432,27611.75216886378,0.0,0,77.31590435490794,15
donor,93,14500.224109392484,54388.137789808876,448.24335146944054,1337.7464407198368,273.5792603033485,813.6277899033769,0,324.30070723946636,27914.140551163153,0.0,0,77.31590435490794,15
donor,94,14395.917225781252,54075.14637033979,462.901564786786,1383.1885720449586,283.50419835223784,844.0778037916011,0,327.2899237575167,28227.974341145844,0.0,0,77.31590435490794,15
donor,95,14289.233535989868,53754.55902322915,477.00494162081156,1427.1382047466054,293.4685528677694,874.7428053976823,0,330.38973160684526,28553.46320454125,0.0,0,77.31590435490794,15
donor,96,14180.456259955667,53427.19229693195,490.38122933084946,1469.0772900944871,303.34987020073504,905.2616454260647,0,333.6007865279974,28890.680621532232,0.0,0,77.31590435490794,15
donor,97,14069.88253720651,53093.90860337467,502.878706213836,1508.5455256328682,313.02693039170873,935.2748073513526,0,336.9224132665897,29239.56047656245,0.0,0,77.31590435490794,15
donor,98,13957.814809368405,52755.590856457326,514.3706928091736,1545.1541674236369,322.38349384902807,964.4354808676685,0,340.352614365307,29599.897884859438,0.0,0,77.31590435490794,15
donor,99,13844.552585502868,52413.11801965011,524.7587781128765,1578.596170746129,331.3118584683175,992.4201708727486,0,343.88811973399186,29971.354296912945,0.0,0,77.31590435490794,15
donor,100,13730.385041592175,52067.342919094204,533.9745664009939,1608.6520371528088,339.7160254146404,1018.9382430279467,0,347.5244751552122,30353.466692162005,0.0,0,77.31590435490794,15
donor,101,13615.584822140741,51719.07344957774,541.9798725722293,1635.191099238709,347.5142917287588,1043.7398570577345,0,351.25616568060343,30745.660442003467,0.0,0,77.31590435490794,15
donor,102,13500.403293386815,51369.05796226812,548.7654268117093,1658.1683667005943,354.64112649052703,1066.6218451602817,0,355.07676786792797,31147.265211314014,0.0,0,77.31590435490794,15
donor,103,13385.067360344765,51017.975221949004,554.348274491418,1677.617433679594,361.0482411822644,1087.431246602243,0,358.97912320531185,31557.53309854539,0.0,0,77.31590435490794,15
donor,104,13269.777822632865,50666.428913216245,558.7681573050342,1693.6402556764333,366.7048281176243,1106.066393765802,0,362.95552403941446,31975.658105246574,0.0,0,77.31590435490794,15
donor,105,13154.70912442827,50314.94631294086,562.0832240486235,1706.3948048165296,371.5970056168742,1122.4756370937962,0,366.99790297655665,32400.79598807848,0.0,0,77.31590435490794,15
donor,106,13040.01026521658,49963.980471655945,564.3654384505876,1716.0816851381414,375.72656701978553,1136.653972651599,0,371.09801708495553,32832.0835827824,0.0,0,77.31590435490794,15
donor,107,12925.806587204175,49613.9150823227,565.6960287728755,1722.930737443753,379.10917581466737,1148.6379755088246,0,375.24761922943503,33268.65679370356,0.0,0,77.31590435490794,15
donor,108,12812.20214248913,49265.07116391555,566.1612677333464,1727.1885083621619,381.7721766450902,1158.4995305545485,0,379.43861037867305,33709.6665999215,0.0,0,77.31590435490794,15
donor,109,12699.282362747674,48917.71473460491,565.8487939281332,1729.1072360003732,383.75220019561374,1166.33888402808,0,383.66316854939043,34154.29261994582,0.0,0,77.31590435490794,15
donor,110,12587.11679698822,48572.06476843284,564.8446009019598,1728.9357549723609,385.09273032223655,1172.2775170335317,0,387.913851982754,34601.75397936609,0.0,0,77.31590435490794,15
donor,111,12475.76173823675,48228.30088901841,563.2307394730395,1726.9124833923265,385.8417779594255,1176.4512767892625,0,392.1836759891449,35051.31741914165,0.0,0,77.31590435490794,15
donor,112,12365.262618028046,47886.570424508885,561.0837117871368,1723.260451223386,386.0497733388772,1179.0041068985688,0,396.46616449025345,35502.302749724855,0.0,0,77.31590435490794,15
donor,113,12255.65610070698,47546.994606489265,558.4734867507766,1718.1841789983323,385.76775124762236,1180.0826103519341,0,400.7553785281864,35954.085886926914,0.0,0,77.31590435490794,15
donor,114,12146.971853070247,47209.673827007144,555.4630370373538,1711.8681226807842,385.045868206708,1179.8315726689434,0,405.0459248541743,36406.099794474656,0.0,0,77.31590435490794,15
donor,115,12039.233996839308,46874.691965650614,552.1082858608211,1704.476359501158,383.93225916006196,1178.3904786136434,0,409.3329481614045,36857.833706212994,0.0,0,77.31590435490794,15
donor,116,11932.462272074094,46542.119862785956,548.4583534538729,1696.1531904655885,382.4722166903925,1175.890981141073,0,413.61211063443534,37308.8310127546,0.0,0,77.31590435490794,15
donor,117,11826.672950551772,46212.018050085135,544.5560042854205,1687.0243650732887,380.70765871541977,1172.4552284198708,0,417.8795623231889,37758.68618054592,0.0,0,77.31590435490794,15
donor,118,11721.879541647417,45884.43886198611,540.4382123326923,1677.1986801576547,378.6768407462434,1168.194923320694,0,422.1319054938558,38207.04103431534,0.0,0,77.31590435490794,15
donor,119,11618.093331743887,45559.42804875494,536.1367797696835,1666.7697573572914,376.414265050919,1163.2109767473414,0,426.36615564070047,38653.580684935245,0.0,0,77.31590435490794,15
donor,120,11515.323793752073,45237.02599960294,531.6789618075588,1655.8178550378316,373.9507400263674,1157.5936174848568,0,430.5797013291974,39098.02933095918,0.0,0,77.31590435490794,15
donor,121,11413.57889755319,44917.268667747594,527.0880656449292,1644.411615885615,371.31354723679544,1151.422832421161,0,434.7702645342755,39540.14610897644,0.0,0,77.31590435490794,15
donor,122,11312.865346195009,44600.188271812665,522.384003874125,1632.6096886434243,368.5266795655067,1144.7690280024335,0,438.93586267348655,39979.72111923335,0.0,0,77.31590435490794,15
donor,123,11213.18875715682,44285.813831643754,517.5837921374891,1620.462191083645,365.6111206481474,1137.693823280929,0,443.0747731345336,40416.57171091468,0.0,0,77.31590435490794,15
donor,124,11114.553803277271,43974.17158254564,512.7019875895406,1608.012001965026,362.5851424075686,1130.2509044553626,0,447.1855007685208,40850.53907699106,0.0,0,77.31590435490794,15
donor,125,11016.964324115697,43665.285300486394,507.7510692332062,1595.2958836312732,359.4646035764871,1122.4868887810305,0,451.2667485643386,41281.48518161157,0.0,0,77.31590435490794,15
donor,126,10920.42341555014,43359.176561878194,502.74176395212265,1582.3454455132187,356.26323729490423,1114.442161247605,0,455.31739152978525,41709.290023034024,0.0,0,77.31590435490794,15
donor,127,10824.933503190374,43055.86495482166,497.6833235214641,1569.187963467107,352.9929201052207,1106.1516601410842,0,459.33645367215917,42133.84922108092,0.0,0,77.31590435490794,15
donor,128,10730.496403563055,42755.368253787485,492.5837584444897,1555.8470718078665,349.6639179616511,1097.6455975527922,0,463.3230878847548,42555.0719089979,0.0,0,77.31590435490794,15
donor,129,10637.113375872084,42457.70256620529,487.45003444656163,1542.3433450284856,346.28510731734434,1088.9501083315063,0,467.27655849572426,42972.878904303,0.0,0,77.31590435490794,15
donor,130,10544.78516633118,42162.88245697905,482.2882370981549,1528.6947852490225,342.8641710833093,1080.087826268319,0,471.19622621289534,43387.201130778056,0.0,0,77.31590435490794,15
donor,131,10453.512046510294,41870.92105525966,477.1037094994112,1514.9172299186066,339.40777040755313,1071.0783898652726,0,475.08153519450826,43797.97826334468,0.0,0,77.31590435490794,15
donor,132,10363.293846758148,41581.83014665306,471.90116735167385,1501.0246925414913,335.9216939329703,1061.9388822583549,0,478.9320019851168,44205.15756851918,0.0,0,77.31590435490794,15
donor,133,10274.129985504353,41295.620253258225,466.68479513513455,1487.029647428033,332.4109865742982,1052.684211087746,0,482.74720607318625,44608.69291493902,0.0,0,77.31590435490794,15
donor,134,10186.01949506691,41012.300703393346,461.4583265455507,1472.9432678073094,328.8800600037089,1043.3274346202725,0,486.52678184858223,45008.543930714324,0.0,0,77.31590435490794,15
donor,135,10098.961044467042,40731.87969249679,456.22511183630877,1458.7756251423993,325.3327870271382,1033.8800404590406,0,490.27041176159105,45404.675286809696,0.0,0,77.31590435490794,15
donor,136,10012.952959664593,40454.364336425606,450.9881742714946,1444.5358561851033,321.77258192682154,1024.3521828973514,0,493.97782050859945,45797.05608812043,0.0,0,77.31590435490794,15
donor,137,9927.993241561731,40179.760718180434,445.7502575200579,1430.2323031932508,318.2024686818254,1014.7528845162549,0,497.64877009197266,46185.65935625447,0.0,0,77.31590435490794,15
donor,138,9844.079582072269,39908.07392893818,440.51386550550774,1415.8726317968585,314.6251387872662,1005.0902070780231,0,501.28305562236,46570.46159019954,0.0,0,77.31590435490794,15
donor,139,9761.20937851381,39639.30810415634,435.28129596286567,1401.463930219327,311.0430001943705,995.3713961927881,0,504.8805017503083,46951.4423930102,0.0,0,77.31590435490794,15
donor,140,9679.379746546709,39373.466455416914,430.05466873739334,1387.012792914892,307.4582187003021,985.6030036721131,0,508.4409596305812,47328.58415438111,0.0,0,77.31590435490794,15
donor,141,9598.587531855865,39110.551298596154,424.83594968075903,1372.5253911526763,303.8727529363257,975.790990955001,0,511.96430433701227,47701.87178048623,0.0,0,77.31590435490794,15
donor,142,9518.829320747096,38850.564078876494,419.6269708533748,1358.0075326417984,300.28838393930283,965.9408165113393,0,515.4504326582028,48071.292463772406,0.0,0,77.31590435490794,15
donor,143,9440.101449808777,38593.50539305544,414.42944762101934,1343.4647119344922,296.70674014622557,956.0575097001297,0,518.8992612150779,48436.83548651885,0.0,0,77.31590435490794,15
donor,144,9362.40001477077,38339.37500955214,409.2449931348227,1328.902153050896,293.12931852441784,946.1457331853132,0,522.3107248504456,48798.492052931215,0.0,0,77.31590435490794,15
donor,145,9285.72087867635,38088.17188646452,404.07513060227944,1314.3248455283374,289.5575024401818,936.2098356879603,0,525.6847752484518,49156.25514535194,0.0,0,77.31590435490794,15
donor,146,9210.05967946825,37839.89418798734,398.92130368992275,1299.7375748998534,285.9925767745443,926.2538965757992,0,529.0213797483781,49510.11940085594,0.0,0,77.31590435490794,15
donor,147,9135.4118370772,37594.539299463795,393.7848853429878,1285.1449484434245,282.4357407146589,916.2817635546162,0,532.3205203227574,49860.08100508058,0.0,0,77.31590435490794,15
donor,148,9061.772560089936,37352.10384131,388.66718526165386,1270.551416908536,278.8881185815977,906.2970845258503,0,535.5821926944485,50206.137600628,0.0,0,77.31590435490794,15
donor,149,8989.13685206372,37112.58368202185,383.5694562355378,1255.9612928149866,275.35076899806506,896.3033345058795,0,538.8064055712239,50548.28820778876,0.0,0,77.31590435490794,15
donor,150,8917.49951754555,36875.9739504477,378.49289950660136,1241.378765826139,271.82469265144647,886.3038383605185,0,541.9931799797321,50886.53315568234,0.0,0,77.31590435490794,15
donor,151,8846.855167846452,36642.26904748698,373.4386693043783,1226.8079156216236,268.3108388672087,876.3017899891075,0,545.1425486834693,51220.87402220079,0.0,0,77.31590435490794,15
donor,152,8777.198226614453,36411.46265735419,368.4078766755008,1212.2527226300929,264.8101111737911,866.3002684927064,0,548.2545556717332,51551.31358138754,0.0,0,77.31590435490794,15
donor,153,8708.52293524371,36183.547758529516,363.40159271114305,1197.7170769287509,261.32337201173675,856.3022517772654,0,551.3292557085009,51877.85575708938,0.0,0,77.31590435490794,15
donor,154,8640.82335815203,35958.51663450131,358.420851260595,1183.2047855712015,257.8514467160251,846.3106279726027,0,554.3667139318363,52200.5055818944,0.0,0,77.31590435490794,15
donor,155,8574.09338795429,35736.36088439109,353.46665120621685,1168.7195785671834,254.39512688062723,836.3282049893468,0,557.3670054958318,52519.26916051542,0.0,0,77.31590435490794,15
donor,156,8508.326750555161,35517.07143353906,348.5399583641027,1154.265113705779,250.955173197587,826.3577184868378,0,560.3302152482778,52834.1536369032,0.0,0,77.31590435490794,15
